doi,year,era,benchmark_partition,prompt_profile,judging_mode,self_consistency_samples,figure_number,expected_compatible,predicted_compatible,correct,rationale,judge_error
10.1021/sb300018h,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,5,False,False,True,"The figure is composed of denaturing gel images, time-course data plots, and left-hand reaction cartoons that depict enzyme mechanisms as abstract colored strand/domain hybridization sketches (T·A ON/OFF, rA·dI cleavage by RNase H, rA degradation by RNase R). These strand-interaction schematics do not lay out the concrete physical composition of an engineered construct with identifiable sequence features, so the early panel's boundary excludes them.",
10.1021/sb300018h,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,6,False,False,True,"Figure 6 consists only of schematic production/degradation rate curves illustrating a mathematical bistability model (A), a denaturing gel image (B), and a scatter plot of measured rA concentrations (C). No panel depicts the physical composition or arrangement of the engineered DNA switch construct, so under the 2012-2013 boundary — which counts concrete construct or assembly cartography but excludes abstract model, plot, and gel content — it is not compatible.",
10.1021/sb300018h,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,7,False,False,True,"Panel A is a strand/domain reaction-mechanism diagram tracing hybridization, RNase degradation, and fluorophore-quencher labeling among rA, dI, A, and the T·A/T complexes, with the remaining panels being fluorescence time courses and a denaturing gel. Under the 2012-2013 boundary, such strand-interaction mechanism cartoons are excluded because their nodes illustrate reaction states rather than the concrete physical composition of an engineered construct.",
10.1021/sb300018h,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,8,False,False,True,"Figure 8 consists entirely of quantitative data plots and ensemble model prediction curves (concentration titrations, time courses, and sensitivity sweeps) with no schematic of any engineered construct's composition. No panel depicts the physical design of the DNA switch or its sequence features.",
10.1021/sb300018h,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,9,False,False,True,"Figure 9 consists exclusively of statistical data plots — parameter histograms, an eigenvalue mode spectrum, an eigenvector correlation heatmap, and projected/combination histograms from Monte Carlo model fitting. No panel depicts an engineered nucleic-acid construct, plasmid, or sequence feature arrangement.",
10.1021/sb300049p,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,False,False,True,"Panel (a) is an abstract TX-TL/central-dogma mechanism cartoon — a featureless DNA circle feeding mRNA, protein, and phage self-assembly — with no sequence features, parts, or construct composition specified; panels (b) and (c) are a viability plot and a TEM micrograph. Nothing in the figure depicts the concrete physical design of an engineered nucleic-acid construct.",
10.1021/sb300049p,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,False,False,True,"All seven panels are data plots (a–d, g) and agarose gel images (e, f) characterizing T7 phage synthesis and DNA replication kinetics; no panel depicts a construct's composition, sequence features, or any physical DNA cartography.",
10.1021/sb300049p,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,False,False,True,"Figure 3 consists solely of two bar charts of phage titer (PFU/mL) across strain and dNTP/thioredoxin conditions, with no construct schematic in either panel. There is no depiction of an engineered nucleic-acid design, plasmid, or sequence layout to render with SBOL Visual glyphs.",
10.1021/sb300049p,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,4,False,False,True,"Figure 4 consists solely of a transmission electron micrograph of cell-free synthesized ΦX174 phage particles, with no diagram of construct composition or sequence features. Micrographs alone were excluded by the panel.",
10.1021/sb300053s,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,False,False,True,"Panels a–g are nucleotide-level RNA secondary-structure and base-pairing/strand-interaction mechanism diagrams of ribozyme folding and cleavage, with panel e a linear sequence annotation of effector, spacer, and substrate domains rather than a construct layout; the remaining panels are gels and kinetic plots. The 2012–2013 panel excluded strand/domain mechanism and base-pairing illustrations and counted no conventional physical construct cartography here.",
10.1021/sb300053s,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,False,False,True,"Panels a–c are RNA secondary-structure and base-pairing diagrams showing hybridization between an allosteric ribozyme and its target RNAs, and panel d is gel images plus a kinetics plot. These are strand/domain interaction mechanism depictions rather than a layout of sequence features on a construct backbone, which the early panel excluded.",
10.1021/sb300053s,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,False,False,True,"Figure 3 consists of an abstract electronic logic-gate schematic with truth table, RNA secondary-structure base-pairing folding diagrams showing the AND-ribozyme's conformational states with its effector and target strands, plus gel images and a kinetics plot. These are strand/domain interaction and base-pairing mechanism illustrations rather than a layout of an engineered construct's sequence-feature composition, so the early panel would not have counted it.",
10.1021/sb300053s,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,4,False,False,True,"Panel (a) is a generic electronic logic-gate schematic and truth table, panel (b) is gel data, and panels (c)-(f) are RNA secondary-structure/base-pairing diagrams showing ribozyme folding and domain hybridization mechanisms rather than the composition and arrangement of an engineered nucleic-acid construct. Under the early-era boundary, abstract logic diagrams and strand/domain interaction mechanisms were not counted.",
10.1021/sb300053s,2012,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,5,False,False,True,"Panel (a) is an abstract logic-gate topology diagram, panels (b) and (c) are RNA secondary-structure and base-pairing schematics of ribozyme/target strand interactions, and panel (d) is a gel image; none lay out an engineered nucleic-acid construct's composition or arrangement on a backbone. Under the early-era boundary, abstract logic diagrams and strand/domain interaction mechanisms are not counted.",
10.1021/sb300061x,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,False,False,True,Figure 1 consists solely of overlaid gas chromatogram traces with peak labels and an inset legend table indicating which enzymes and propanoate supplement each colored trace received. It contains no depiction of a construct's composition or arrangement — only analytical data plots.,
10.1021/sb300131w,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,True,True,True,"Panel (a) is a conventional circular plasmid mutagenesis/assembly diagram — the template plasmid with annotated primer-binding positions and base-substitution sites, the resulting linear PCR products, and the reassembled mutagenized plasmid — and this physical cartography is a central subject of the figure. Under the 2012-2013 boundary such plasmid/assembly diagrams count even though their labels are primers and mutation sites, notwithstanding panel (b)'s strand-level enzymatic mechanism.",
10.1021/sb300131w,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,True,True,True,"The figure's central subject is conventional circular plasmid cartography — pFastBac1/mGOAT, pLD401, pRS vector, pSB1C3-RFP and the resulting Golden Gate acceptor vector — showing coding sequences, restriction sites, mutations, insertions, and deletions in the assembled products. Under the 2012-2013 boundary, such concrete plasmid/mutagenesis/assembly diagrams are counted even though their annotations are cloning apparatus.",
10.1021/sb400003y,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,True,True,True,"Each panel carries a cartoon above the plot laying out the measured construct's composition on a backbone — RBS plus FP gene, and in panel d a bicistronic RBS1–gene1–RBS2–gene2 arrangement — which is exactly the kind of concrete engineered-construct design SBOL Visual glyphs express. Under the 2012–2013 boundary, such small schematics identifying the specific construct assayed count even though the rest of the figure is data plots.",
10.1021/sb400003y,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,True,True,True,"Figure 2 includes a schematic above the bar plot laying out the bicistronic construct as a linear arrangement of sequence features (RBS 1, gene 1, spacer, RBS 2, gene 2) on a backbone, which specifies the composition of the engineered construct measured in the experiment. Under the 2012-2013 boundary, such a concrete depiction of the experimental construct counts even as a small schematic beside a data plot.",
10.1021/sb400003y,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,True,True,True,"Figure 3 includes a schematic of the bicistronic construct laid out as RBS 1 – gene 1 – RBS 2 – gene 2 on a linear backbone, which specifies the composition and arrangement of the engineered construct measured in the accompanying assay. Under the 2012-2013 boundary, such a concrete design schematic beside a plot counts even though the rest of the figure is a bar chart and sequence listing.",
10.1021/sb400003y,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,4,True,True,True,"Above the bar chart, Figure 4 includes a concrete linear schematic of the bicistronic construct measured in the experiment — RBS 1, gene 1, RBS 2, and gene 2 laid out on a backbone with the varied spacer region marked — which specifies the composition and arrangement of the engineered construct in SBOL-drawable terms. Under the 2012-2013 policy, such a small concrete design schematic beside a plot counts even though the rest of the figure is data and sequence tables.",
10.1021/sb400003y,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,5,True,True,True,"Figure 5 places above its bar chart a concrete schematic of the bicistronic operon actually measured — RBS 1, gene 1, RBS 2, gene 2 laid out along a backbone with the varied spacer region marked — which specifies the composition and arrangement of the engineered construct in SBOL-Visual-style sequence features. Under the 2012-2013 boundary, such a concrete depiction of the specific engineered construct beside a plot counts even though the rest of the figure is data.",
10.1021/sb400003y,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,6,True,True,True,"Figure 6 includes a schematic of the bicistronic construct (RBS 1 – gene 1 – RBS 2 – gene 2, with the varied start codon marked) that identifies the specific engineered assembly measured in the accompanying bar chart. Under the 2012-2013 boundary, such a concrete construct depiction beside a plot counts even though the rest of the figure is data.",
10.1021/sb400010m,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,False,False,True,"All three panels are protein-level: a residue-contact partitioning graph (A), a space-filling protein structure colored by block (B), and an amino-acid sequence alignment annotated with block assignments (C). No engineered nucleic-acid construct, plasmid, or physical assembly cartography is depicted, so there is nothing an SBOL Visual rendering could express.",
10.1021/sb400010m,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,False,False,True,"Figure 2 consists solely of data plots — a bar chart of chimera T_A50 values and a scatter plot of T_A50 versus T_R50 — with no schematic of any construct, block architecture, or sequence layout. Nothing in either panel depicts the physical design of an engineered nucleic-acid construct.",
10.1021/sb400010m,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,False,False,True,"Figure 3 consists solely of data plots — two predicted-versus-measured thermostability scatter plots (A, C) and two bar charts of per-block T_R50/T_A50 contributions (B, D). No panel depicts an engineered nucleic-acid construct or its composition; the block labels A–L are model coefficients on a chart axis, not a construct schematic.",
10.1021/sb400010m,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,4,False,False,True,"Figure 4 consists solely of two scatter plots of predicted versus measured T_R50 and T_A50 for CBHI chimeras, with no schematic of any construct, chimera block composition, or nucleic-acid design. It is pure data plotting, which the panel did not count in any era.",
10.1021/sb400010m,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,5,False,False,True,"Figure 5 consists solely of two horizontal bar charts plotting ΔT_A50 for individual point mutations; both panels are data plots with no depiction of a nucleic-acid construct, plasmid, or physical assembly design.",
10.1021/sb400010m,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,6,False,False,True,"Figure 6 consists solely of a data plot of normalized CBHI activity versus temperature for wild-type and the F362M mutant, with no depiction of an engineered construct, sequence features, or backbone composition. It is a protein-thermostability measurement chart, which the panel did not count.",
10.1021/sb400019s,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,True,True,True,"Panel (a) lays out the concrete engineered loopXa-pIII construct as a linear composition of named parts (pIII, LPETGG sortase motif, linker, IEGR Factor Xa site, flanking cysteine disulfide loop) displayed on the M13 phage, identifying the specific engineered variant assayed in panel (b). Under the 2012-2013 boundary, such a concrete depiction of the experimental material's protein/domain architecture counts even though it sits inside a labeling-mechanism schematic and the rest of the figure is gel data.",
10.1021/sb400019s,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,True,True,True,"Panel (a) is a concrete depiction of the specific engineered triSrt phage particle used in the experiment, explicitly identifying the engineered coat-protein variants (G5-pIX, A2-pVIII, LoopXa-pIII) that define the construct, which the 2012-2013 panel counted even when the depiction sits inside a labeling-mechanism schematic beside gel data.",
10.1021/sb400019s,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,True,True,True,"Panel a is a concrete assembly diagram of the specific engineered material measured in panels b–e: the multiphage structure with its named DNA-peptide components (A–F) hybridized between pIX and pIII coat proteins, annotated with the AgeI and AatII sites used in the digests. Under the 2012-2013 boundary, this concrete depiction of a physical DNA-hybridization assembly counts even though the surrounding panels are gels, plots, and micrographs.",
10.1021/sb400021j,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,True,True,True,"Panel b is a detailed pOSIP plasmid map laying out terminators, MCS, ccdB, pUC ori, antibiotic marker, integrase, cIts, attP, and FRT sites as the construct's composition, and this physical cartography is a central subject of the figure. Under the 2012-2013 era boundary, such conventional vector/cloning diagrams are counted even though their annotations are cloning and selection apparatus.",
10.1021/sb400021j,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,True,True,True,"Panels b and c depict concrete pOSIP integration vectors and their chromosomal products — promoter-driven cfp/yfp/rfp expression cassettes, attP/att sites, and kanR/camR markers laid out on plasmid and genome backbones — making physical construct cartography a central subject of the figure. Under the 2012–2013 era policy, such conventional plasmid, integration, and assembly diagrams count even when annotated with markers, recombination sites, and insertion points.",
10.1021/sb400024s,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,True,True,True,"All three panels lay out engineered constructs as ordered sequence features — promoters, RBSs, CDSs, terminators, recombinase sites — arranged along a DNA backbone with regulatory arcs, which is precisely a design specification renderable in SBOL Visual glyphs. Unlike the excluded abstract node-and-edge switch topologies, these are part-level physical layouts of the constructs (e.g., the tetR/P_LtetO/FRT/flp_e/loxP/cre/gfp three-counter), not boxes standing in for circuit nodes.",
10.1021/sb400027x,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,False,False,True,"This is a purely conceptual clip-art workflow illustration of an imaginary organism — CO2-to-gasoline arrow, cartoon microbe, computer, generic DNA helices, a decorative circular genome ring, and a cell micrograph — with no concrete engineered construct whose composition or arrangement is specified. The circular map is a generic stand-in for a hypothetical synthetic genome rather than a design to build, so the early panel's visually conventional boundary excludes it.",
10.1021/sb400050k,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,True,False,False,"The figure is a mechanism/background overview of a native regulator: a protein domain map with residue boundaries, a protein-folding activation cartoon, annotated promoter maps marking where binding sites sit (UASd/UASp, IHF, -12/-24, -35/-10, +1), and abstract logic-gate symbols. Under the early-panel boundary these are sequence/motif annotation, protein-only depiction, and abstract circuit topology rather than the concrete physical design of an engineered construct.",
10.1021/sb400050k,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,True,True,True,"Panel (a) lays out the physical and functional organization of the engineered synthetic transposon mTn5[GFP·NIa1] — ME inverted repeats flanking a gfp CDS, a KmR cassette, and an NIa protease-target segment — and panels (b) and (c) show the resulting engineered derivative constructs. This is a concrete specification of an engineered DNA element's composition and arrangement, countable under the 2012-2013 conventional-cartography boundary even though restriction sites and a selection marker are among its labels.",
10.1021/sb400050k,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,True,True,True,"Panel (a) lays out the concrete engineered mTn5[GFP·NIa1] transposon (ME ends, GFP, Km marker, NIa tag flanked by SbfI/NotI sites) and the target plasmid with its promoter, xylR domain insert, oriV, and bla marker, and panels (b)-(c) continue this physical vector/mutagenesis cartography. Under the 2012-2013 convention, such plasmid, transposon, and cloning diagrams count as a central subject even when annotated with restriction sites and selection markers.",
10.1021/sb400050k,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,4,True,True,True,"Panel (a) is a concrete domain-level schematic of the specific engineered XylR variants (effector-binding, activation, and HTH domains with the M75, G154, D210, and E499 NIa-site insertion points) that identifies the exact constructs assayed in panels (b) and (c). Under the 2012-2013 era policy, such a concrete depiction of the engineered protein/domain variant measured in an experiment counts even as a small schematic beside blots and plots.",
10.1021/sb400050k,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,5,True,True,True,"Panel (a) draws the concrete Pu-lacZ reporter fusion used in the experiments — promoter, lacZ coding sequence, and flanking terminators laid out on a backbone — together with the regulatory interaction by which the protease-cleaved XylR variants activate it, which is exactly the construct-plus-interaction content SBOL Visual glyphs express. Under the 2012-2013 boundary this concrete depiction of the measured experimental construct counts even though it sits inside a mechanism panel and the rest of the figure is plate images and abstract logic-gate symbols.",
10.1021/sb400050k,2013,2012-2013,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,6,True,True,True,"Panel (a) lays out the domain composition of the specific engineered XylRΔA* protein variants (SP1–SP5), with their N-/C-terminal sequences and engineered NIa cleavage sites, identifying the concrete constructs measured in panels (b)–(d). Under the 2012–2013 convention, such a concrete depiction of the engineered protein/domain variants assayed in the experiment counts, even though the rest of the figure is a plate photo, a bar chart, and abstract logic gates.",
10.1021/sb400053b,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,False,False,True,"Figure 1 consists of phase/fluorescence micrographs of MDCK cysts, a protocol schematic of the two-layer collagen transfection method, and a cartoon of HGF diffusion inducing tubulation. The transfected constructs (CMV-EGFP, CMV-HGF-IRES-EGFP) appear only as text labels, with no panel laying out their sequence features or composition as a drawn construct schematic.",
10.1021/sb400053b,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,False,False,True,"Figure 2 consists solely of confocal micrographs (panels a-h) of MDCK-MMP-1-d2EGFP cysts imaged every two hours after HGF addition, with scale bars. No panel depicts the composition or arrangement of the reporter construct, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb400053b,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,False,False,True,"All four panels (a–d) are quantitative data plots — GFP response time courses, dose–response curves, and a qRT-PCR bar chart — with no depiction of the reporter construct's composition or any nucleic-acid design. The engineered MMP-1-d2EGFP cassette is only named in the caption, never drawn.",
10.1021/sb400053b,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,4,False,False,True,"Figure 4 consists solely of quantitative fluorescence data plots (bleach-chase decay curves, semilog fit, washing/unwashed time courses, and NK4 repression traces) with a legend key. No panel depicts the composition or arrangement of the MMP-1-d2EGFP reporter construct or any other engineered DNA, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb400053b,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,5,False,False,True,"Figure 5 consists solely of fluorescence/phase micrographs of MDCK cysts with scale bars and text labels naming the transfected constructs (CMV-HGF, CMV-NK4, MDCK-MMP-1-d2EGFP); no panel draws the composition or arrangement of the engineered cassettes. Construct identity appears only as caption/label text, not as a schematic, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/sb400053b,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,6,False,False,True,"Figure 6 consists solely of fluorescence micrographs, a line plot of intensity versus distance, and 3D surface plots of the diffusion response; the engineered constructs (CMV-HGF-IRES-dsRED, CMV-NK4-CBD-IRES-DsRed) appear only as text labels in a legend and caption. No panel depicts a construct's composition or arrangement as a schematic, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb400065q,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,False,False,True,"Panel (a) is a protein-only membrane schematic of the AcrAB-TolC efflux pump, and panel (b) is a directed-evolution workflow cartoon (mutagenesis, transformation, competition, screening, growth-curve data, protein structure) whose only DNA element is an unlabeled generic plasmid loop. Nothing in the figure lays out sequence features or specifies the composition of an engineered construct.",
10.1021/sb400065q,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,False,False,True,"Figure 2 contains only a cell-density growth curve (panel a) and PyMOL renderings of AcrB protein structures with mutated residues highlighted (panel b). There is no depiction of an engineered nucleic-acid construct's composition — no promoters, CDSs, cassettes, or plasmid layout — so it falls under the data-plot and protein-only-structure exclusions.",
10.1021/sb400065q,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,3,False,False,True,"Figure 3 consists solely of eight growth-curve plots (panels a-h) of cell density versus time for strains expressing wtAcrB, Var1, and Var2 under various inhibitors. No panel depicts DNA sequence features, plasmid composition, or any engineered construct schematic, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb400065q,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,4,False,False,True,"Figure 4 contains only a growth-curve data plot (panel a) and PyMOL ribbon models of the AcrB efflux pump protein with mutated residues highlighted (panel b). Neither panel depicts nucleic-acid sequence features, plasmid composition, or any engineered construct design that could be drawn with SBOL Visual glyphs.",
10.1021/sb400065q,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,5,False,False,True,"Figure 5 consists only of growth-curve data plots (panels a, c, e) and protein-only structural renderings of AcrB variants with labeled mutated residues (panels b, d, f). No panel depicts nucleic-acid sequence features, construct composition, or plasmid architecture, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb400065q,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,6,False,False,True,"Figure 6 consists solely of two growth-curve plots (cell density versus time) for strains carrying wtAcrB, AcrB variants, and their D407A/D408A mutants; it contains no depiction of an engineered construct's composition or arrangement. The vectors and variants are named only in the caption and legend keys, so no panel specifies a DNA design that could be drawn with SBOL Visual glyphs.",
10.1021/sb500023f,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,1,True,True,True,"Panel (a) is a genetic construct schematic of the aromatic biosensors, laying out a constitutive promoter, RBS, TF CDS, cognate inducible promoter, RBS and sfGFP reporter on a backbone, with named promoter/RBS part libraries (J23xxx, B003x) for tuning. That is a design specification of an engineered expression cassette, readily drawable with SBOL Visual glyphs, even though panels (b-f) are dose-response data plots.",
10.1021/sb500023f,2014,2014-2016,calibration,historical_2025_era_v3+boundary_pages_v2,per_figure,1,2,True,True,True,"Panel (a) lays out the biosensor's engineered construct as a design — constitutive promoter, RBS, TF CDS, terminator, plus a cognate promoter driving sfGFP — together with the inducer/TF regulatory interaction, all renderable with SBOL Visual glyphs. Under the 2014-2016 boundary this concrete reporter-cassette schematic identifying the DNA measured in the surrounding plots counts even though the rest of the figure is data charts.",
