doi,year,era,benchmark_partition,prompt_profile,judging_mode,self_consistency_samples,figure_number,expected_compatible,predicted_compatible,correct,rationale,judge_error
10.1021/sb2000066,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 is solely a bar chart plotting end-point biomass (OD600) and luminescence counts across carbon sources, with no depiction of sequence features, construct composition, or molecular interactions.",
10.1021/sb2000066,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 is a false-color luminescence image of a six-well plate containing LA-grown Oab+ cells exposed to different hydrocarbon samples and glucose. It presents experimental imaging data only, with no depiction of sequence features, plasmid composition, or any engineered nucleic-acid construct design.",
10.1021/sb2000066,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 consists solely of two line/scatter plots (panels A and B) showing luminescence kinetics versus incubation time for different n-alkanes, petrodiesel, and glucose. It contains only measurement data with no depiction of sequence features, genetic circuit composition, or construct design.",
10.1021/sb200007r,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,True,False,"Panel A is a schematic layout of the fusion constructs engineered in the study, showing each design as an ordered linear arrangement of modular coding parts (Venus, mRFP, Ceru, TM_TLR4/TM_PDGFR, FKBP12, FRB, NpuDnaE intein halves, KDEL) — a design specification of what was built, not a sequence annotation or cloning map. This composition of coding features could be rendered with SBOL Visual CDS/fusion glyphs, so the figure counts even though panels B–H are only micrographs.",
10.1021/sb200007r,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Panel A is a cellular cartoon of organelles (nucleus, ER, Golgi, vesicles) illustrating rapamycin-induced protein recruitment, and panels B-G are fluorescence micrographs; nothing depicts the composition or arrangement of an engineered nucleic-acid construct. The fusion proteins are shown only as protein-level localization, not as a DNA design specification.",
10.1021/sb200007r,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists of fluorescence micrographs of transfected Cos-7 cells (A, B, D-I) plus a cell-biology cartoon (C) depicting ER/Golgi retention and rapamycin-induced recruitment of a protein fusion. It shows protein localization and mechanism only, with no depiction of an engineered nucleic-acid construct's composition or arrangement.",
10.1021/sb200007r,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Panel A is a cell-biology cartoon of protein trafficking and split-intein splicing between organelles, with no nucleic-acid construct layout, and panels B–I are fluorescence micrographs. Nothing in the figure specifies the composition or arrangement of an engineered DNA construct.",
10.1021/sb200008j,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,False,True,"Panel A is a protein-level mechanism cartoon of LOV2–caspase-7 fusion photoactivation (allosteric, cleavage, dimerization) with no nucleic-acid construct design, and the remaining panels are bar/time-course plots, an SDS-PAGE gel, and fluorescence micrographs. Nothing in the figure specifies the composition or arrangement of an engineered DNA construct, so there is no content SBOL Visual glyphs could represent.",
10.1021/sb200008j,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 consists entirely of fluorescence micrographs (panels A–F) of COS7 cells at low and high magnification, with arrows and a dotted circle marking the illuminated zone. It contains no diagram of nucleic-acid sequence features, construct composition, or genetic circuit design.",
10.1021/sb200008j,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists solely of quantitative data plots (panels A-E, H) and gel/Native-PAGE images (panels F, G) reporting cell death and protein migration. No panel depicts sequence features, a construct architecture, or functional interactions among genetic parts, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/sb200008j,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 consists solely of fluorescence micrographs (panels A-C, E) and a time-course intensity-ratio plot (panel D) documenting ATP release and Ca2+ FRET signals. No panel depicts sequence features, construct composition, or any nucleic-acid design that could be drawn with SBOL Visual glyphs.",
10.1021/sb200008j,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,5,False,False,True,Figure 5 consists solely of fluorescence micrographs (panels A–G) showing MitoSensor dye redistribution in transfected and nontransfected COS7 cells over a 90 min time course. It contains no diagram of nucleic-acid construct composition or genetic circuit design.,
10.1021/sb200010w,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,False,True,"Panels A and D are data plots, and panels B and C depict protein domain architecture (SH3, PDZ, PxxP, COOH) and the intramolecular binding mechanism of the synthetic regulatory protein, with amino-acid sequence overlaps. No nucleic-acid construct, sequence features, or genetic circuit composition is shown, so the figure is a protein-only structure/mechanism illustration outside SBOL Visual's scope.",
10.1021/sb200010w,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Panel A is a protein-only schematic of an autoinhibited PDZ/SH3 fusion showing domain binding end states, and panel B is an activation data plot; neither depicts an engineered nucleic-acid construct or its sequence-feature composition.",
10.1021/sb200010w,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 is a data table of kinetic parameters (Kact, nH, steepness, threshold) whose only graphical elements are activation-profile curves and cartoon protein scaffolds showing colored decoy-domain squares on a polypeptide backbone. It depicts protein-domain architecture and quantitative results, not the composition or arrangement of an engineered nucleic-acid construct, so there is no SBOL Visual design content.",
10.1021/sb200010w,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Panel A is a protein-only schematic of PDZ/SH3/PXXP domain binding states in an autoinhibited regulatory pathway, with no nucleic-acid construct or sequence-feature layout, and panels B and C are activation dose-response plots. Nothing in the figure specifies the design of an engineered nucleic-acid construct.",
10.1021/sb200010w,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,5,False,False,True,"Figure 5 consists of dose-response/activation data plots (Hill coefficient curves in A, activation vs. SH3 concentration in B); the only schematic is a small inset cartoon of protein domain decoys (PDZ/SH3/polyproline), which is a protein-level binding depiction with no nucleic-acid construct design. Nothing in the figure specifies sequence features or the composition of an engineered DNA construct.",
10.1021/sb200010w,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,6,False,False,True,"Panel A is a fluorescence micrograph and panel C is a data plot; panel B is a protein-level mechanism cartoon showing membrane-anchored Ed and soluble Pins/PDZ/PXXP/SH3 fusion domains driving spindle orientation, with no nucleic-acid construct layout. Protein domain architectures and signaling mechanisms with no depicted sequence features on a backbone fall outside SBOL Visual's scope.",
10.1021/sb200018e,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,1,False,False,True,"Panel A shows NMR-derived protein ribbon structures and panel B is an amino acid sequence alignment; neither depicts nucleic-acid sequence features, construct composition, or genetic circuit design. The figure is protein-only structural and sequence content with no engineered DNA construct to represent in SBOL Visual.",
10.1021/sb200018e,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 consists solely of two scatter plots comparing composite Z scores of putative binding compounds across de novo proteins S824, S836, and S23. It contains only quantitative data plots with no depiction of nucleic-acid construct design or sequence features.",
10.1021/sb200018e,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists of small-molecule chemical structures and fluorescence images of small-molecule microarray spots probed with proteins S824, S836, and S23. It contains no depiction of an engineered nucleic-acid construct or genetic design, only chemical structures and assay image data.",
10.1021/sb200018e,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 consists solely of biophysical data plots (NMR diffusion decay, SPR binding isotherms, CD titration curves) plus a photograph of two sample tubes. No panel depicts nucleic-acid sequence features, construct composition, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/sb200018e,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,5,False,False,True,"Panel A is a pair of 1H-15N HSQC NMR spectra (data plots) and Panel B is a protein ribbon structure of S824 with binding residues highlighted in red. There is no depiction of any nucleic-acid construct, sequence features, or genetic circuit design.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,1,False,False,True,"Both panels are bar charts comparing stop-codon frequencies and Gly/Pro substitution fractions across 19 random mutagenesis methods, with a color-key legend. The figure contains only statistical data plots and no depiction of a nucleic-acid construct's design.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 consists of two cartoon renderings of the RgDAAO protein crystal structure colored by Gly/Pro amino acid substitution probability, with a color-scale legend. It is a protein-only structural depiction with no nucleic-acid construct design content, so it falls outside SBOL Visual's scope.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists of two heat-mapped 3D protein ribbon structures of RgDAAO colored by amino acid substitution probability, with a color-scale legend. It is a protein-only structural visualization with no nucleic-acid construct design content, so it falls outside SBOL Visual's scope.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 consists solely of stacked bar charts quantifying amino acid substitution categories and mutability at charged residue positions of the RgDAAO protein across epPCR conditions. It contains no depiction of an engineered nucleic-acid construct, sequence features on a backbone, or genetic circuit design.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,5,False,False,True,"Figure 5 consists of six protein cartoon structures of phytase appA2 colored by amino acid substitution probability, which is protein-structure visualization with a heat-map scale rather than any depiction of nucleic-acid design. No panel lays out sequence features, constructs, or genetic circuit composition that could be drawn with SBOL Visual glyphs.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,6,False,False,True,"Figure 6 consists solely of stacked/bar data plots of per-residue amino acid substitution probabilities, mutability, normalized B-factor, and relative solvent accessibility for phytase. It is protein-level statistical data with no depiction of nucleic-acid construct design.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,7,False,False,True,"Figure 7 consists solely of stacked horizontal bar charts quantifying amino acid substitution probabilities, mutability, normalized B-factor, and relative solvent accessibility for active-site residues of Neu5Ac aldolase. It contains no depiction of nucleic-acid sequence features or construct architecture — only protein-level data plots — so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,8,False,False,True,"Figure 8 consists solely of stacked horizontal bar charts quantifying amino acid substitution probabilities and mutability for active-site residues of Neu5Ac aldolase across two panels. It is protein-level statistical data plotting with no depiction of nucleic-acid sequence features, construct composition, or genetic circuit design.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,9,False,False,True,"Figure 9 consists solely of stacked horizontal bar charts quantifying amino acid substitution probabilities and mutability for active site residues of Neu5Ac aldolase. It presents protein-level statistical data with no depiction of nucleic-acid sequence features, construct composition, or genetic circuit design.",
10.1021/sb200019x,2012,2012-2013,holdout,historical_2025_prose_v1,per_figure,1,10,False,False,True,"Figure 10 is a screenshot of the MAP2.03D web server's query interface, showing input forms, file upload fields, dropdown menus, and submit buttons annotated with red and green boxes. It contains no diagram of an engineered nucleic-acid construct, sequence features on a backbone, or molecular interactions, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb3000029,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,False,True,"Panel (a) is a workflow timeline of MAGE cycling stages plotted against cycle number for each strain, and panel (b) is an agarose gel image of MASC-PCR products; neither depicts the composition or arrangement of sequence features on a nucleic-acid construct. The figure documents a strain-construction protocol and its verification rather than specifying a design to build.",
10.1021/sb3000029,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 is a single bar chart of normalized His-tag insertion efficiency per gene, with functional-group brackets (IEF, RF, RS, RB) beneath the axis. It contains only quantitative data plotting and no depiction of a nucleic-acid construct's composition or arrangement.",
10.1021/sb3000029,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists only of a protein size table, Coomassie-stained PAGE gel images of purified ribosome and translation factors (panels a and b), and bar charts of luminescence activity (panels c and d). No panel depicts sequence features, construct composition, or any nucleic-acid design that could be drawn with SBOL Visual glyphs.",
10.1021/sb3000035,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,True,True,True,"Panel B is a circular map of the engineered reporter construct laid out as a design — constitutive promoters Px/Py, Kozak sequences, Gal4/CFP and GAL4DB/PEST/RFP coding sequences, NLS, miRNA target site, and polyA signals — rather than cloning apparatus or sequence annotation. Panel C reinforces this with linear depictions of the same promoter–CDS–terminator arrangements plus their repression and miRNA-targeting interactions, all of which could be drawn with SBOL Visual glyphs.",
10.1021/sb3000035,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,True,True,True,"Panel B is a diagram of the engineered construct: promoter glyphs (P_y, P_x), Gal4 repressor binding sites, and CFP and RFP coding regions laid out on a backbone, with a repression interaction arrow from the RFP-Repressor back to the output promoter. This specifies the composition and regulatory wiring of a designed circuit rather than annotating a native sequence or documenting cloning apparatus, so it could be drawn with SBOL Visual glyphs despite the rest of the figure being micrographs and bar charts.",
10.1021/sb3000035,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,True,True,True,"Panels B and C lay out engineered constructs as designs on a backbone using promoter, intron, and CDS features (CMV-TetO → intron miR-luc → YFP; Py → Gal4/CFP and Px → RFP) together with an inhibitory interaction from the miRNA, which is directly expressible in SBOL Visual glyphs. The accompanying flow-cytometry bar charts and the panel-A base-pairing sketch do not negate the construct design depictions, which are judged on their own terms.",
10.1021/sb3000035,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,True,True,True,"Panel A includes a schematic of the engineered miR-sensor circuit laid out on a backbone — HPK promoters, 10x Gal4 operator array, CFP and RFP coding sequences, and a miR target site — together with the miR-34 repression interaction, which is design specification of a synthetic construct rather than annotation of a native sequence. This construct depiction is renderable with SBOL Visual glyphs even though the remainder of the figure is time-course plots and micrographs.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,False,True,"All three panels show protein-only structural renderings of the ϕ29 p10 connector dodecamer (lateral view with dimensions, top plan view of the pore, and surface distributions of hydrophobic, basic, and polar residues). There is no nucleic-acid construct design content — no sequence features, backbone layout, or genetic circuit composition — so nothing here could be expressed with SBOL Visual glyphs.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"All three panels depict protein surface chemistry, lipid bilayer composition, and a protein–lipid membrane insertion cartoon with dimensional annotations; there is no nucleic-acid construct, sequence feature layout, or genetic circuit design shown.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists of vesicle/antibody cartoons, bright-field and immunofluorescence micrographs, and fluorescence intensity plots. No panel depicts nucleic-acid sequence features, a construct backbone, or a genetic circuit design, so there is nothing that could be expressed with SBOL Visual glyphs.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 consists solely of four confocal fluorescence micrographs (green calcein and red rhodamine-dextran channels) showing probe retention in LUVs. It contains no diagram of nucleic-acid sequence features, genetic circuits, or construct composition that SBOL Visual glyphs could represent.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,5,False,False,True,"Figure 5 consists solely of bright-field and fluorescence micrographs of oligolamellar vesicles used in an FM1-43 permeability assay. It contains no diagram of nucleic-acid sequence features, genetic circuits, or construct composition.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,6,False,False,True,"Figure 6 consists solely of fluorescence micrographs of vesicles, an intensity line-profile, time-lapse image strips, and kinetic decay plots of calcein permeability. No panel depicts nucleic-acid sequence features, construct composition, or genetic circuit design, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,7,False,False,True,"Figure 7 consists only of fluorescence micrograph strips of GUVs and a kinetic decay plot of normalized rhodamine-dextran intensity versus time. It contains no depiction of nucleic-acid sequence features, plasmid composition, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/sb3000063,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,8,False,False,True,"Figure 8 consists of AFM micrographs, height profile plots, and schematic cartoons of p10 protein orientations within a lipid bilayer. It contains no depiction of nucleic-acid sequence features or engineered construct composition, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/sb300010a,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,False,True,"Panel A shows chemical structures of trans/cis-AzoTAB photoisomerization, and panel B is a conceptual mechanism schematic (a text box listing DNA plus cell-free medium and AzoTAB, a protein ribbon structure of β-lactamase, and substrate-to-product chemistry). No nucleic-acid construct composition or sequence features are depicted anywhere, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb300010a,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 consists solely of a Western immunoblot and a Coomassie loading-control gel with a table of sample conditions ([AzoTAB], UV, DNA). It contains no depiction of nucleic-acid construct composition, sequence features, or molecular interactions, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/sb300010a,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists solely of kinetic and dose-response data plots (panels A-C) plus a bar chart with a color photograph of reaction solutions (panel D). No panel depicts sequence features, plasmid composition, or any engineered nucleic-acid construct design.",
10.1021/sb300010a,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 consists of a microfluidic device cross-section schematic (A), a top-view channel/chamber layout (B), a fluorescence micrograph (C), and intensity plots (D, E). No panel depicts sequence features, plasmid composition, or the design of an engineered nucleic-acid construct — the DNA is referenced only as a reagent concentration in the caption.",
10.1021/sb300012g,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,False,True,"The figure is a conceptual illustration of signaling-network rewiring, showing protein cartoons with binding/catalytic sites and abstract node-and-arrow pathway diagrams. It contains no nucleic-acid construct design — no promoters, RBSs, CDSs, terminators, or backbone layout — so it is a protein-only pathway/mechanism schematic outside SBOL Visual's scope.",
10.1021/sb300012g,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 is a conceptual evolutionary schematic of MAPK signaling networks, showing colored protein nodes linked by activation arrows across ancestral and derived network states. It contains no nucleic-acid sequence features, backbones, or engineered construct designs — only protein-level pathway topology.",
10.1021/sb300012g,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"All three panels are conceptual protein-signaling illustrations — modular interaction motifs/domains, protein-protein interaction specificity, and signal-integration logic depicted as cartoon protein structures and abstract network arrows. No nucleic-acid sequence features, backbones, plasmids, or engineered construct designs appear anywhere in the figure.",
10.1021/sb300012g,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 shows protein-domain shuffling in yeast signaling (membrane-localized protein complexes, subcellular localization and interaction kinetics) plus response-versus-time plots; no nucleic-acid sequence features, backbones, or construct compositions are depicted. It is a protein-level mechanism illustration with data-style plots, so there is nothing an SBOL Visual glyph layout would represent.",
10.1021/sb300012g,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,5,False,False,True,"Figure 5 is a conceptual protein-signaling illustration: cartoon scaffold proteins binding colored signaling components, with abstract input/output arrow networks showing altered or added interactions. No nucleic-acid construct, sequence features, or genetic circuit composition is depicted anywhere in the figure.",
10.1021/sb300014t,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,False,True,"Figure 1 is a methods workflow schematic for SCHEMA-guided protein chimera design: colored bars denote parent arginase protein sequences and their recombination blocks, followed by active-learning and regression-analysis plots. It contains no engineered nucleic-acid construct design — no promoters, RBSs, CDSs, terminators, or backbone composition — so it falls under protein-only content and workflow schematics.",
10.1021/sb300014t,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"All three panels are protein-level: a 3D arginase structure, a residue-residue contact map, and a secondary-structure diagram annotating recombination block boundaries along the protein sequence. There is no depiction of an engineered nucleic-acid construct's composition, and panel C is a sequence/structure annotation rather than a design specification.",
10.1021/sb300014t,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists solely of two data plots — a predicted-vs-observed AUC scatter for a Bayesian regression model (A) and an isoelectric point vs AUC correlation (B). Neither panel depicts nucleic-acid sequence features, construct composition, or molecular interactions that could be rendered with SBOL Visual glyphs.",
10.1021/sb300014t,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Figure 4 is a protein-only reaction scheme showing equilibria between Mn2+-bound arginase states and aggregated/unfolded enzyme, with no nucleic-acid sequence features, backbone, or construct composition depicted. It is a mechanism illustration of enzyme inactivation, which the panel did not count.",
10.1021/sb300014t,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,5,False,False,True,"Figure 5 is a single scatter plot correlating fold stabilization (AUC_Mn/AUC) with catalytic efficiency (k_cat/K_M) for chimeric arginases, with no panel depicting nucleic-acid sequence features or construct composition. It is purely a data plot, so it falls outside SBOL Visual's scope.",
10.1021/sb3000172,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,1,False,True,False,"Panel A includes a linear construct map of the RACer chimera (pLyn–YFP–CaM–MLCKp–Rac1(2-47)–IQ2p–Rac1(48-188)) that specifies the composition and arrangement of an engineered fusion-gene design, which could be drawn with SBOL Visual glyphs. The surrounding binding-event cartoon and the data plots in the other panels do not negate that standalone design depiction, and it is neither a sequence annotation nor cloning cartography.",
10.1021/sb3000172,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,2,False,False,True,"Figure 2 consists solely of quantitative data plots — a dose–response curve with fitted EC50 (A), single-cell fold area change time courses (B), and a bar chart of peak fold area change (C). No panel depicts a nucleic-acid construct, sequence features, or genetic circuit composition.",
10.1021/sb3000172,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,3,False,False,True,"Figure 3 consists solely of a bar chart of cells showing morphology change (A) and time-lapse fluorescence micrographs of cells after ionomycin stimulation (B-D). No panel depicts sequence features, construct composition, or any nucleic-acid design that could be rendered with SBOL Visual glyphs.",
10.1021/sb3000172,2012,2012-2013,calibration,historical_2025_prose_v1,per_figure,1,4,False,False,True,"Panel A is a protein-level cartoon of a membrane-associated signaling network (Orai1, LOVS1K, RACer) responding to light and Ca2+, with no nucleic-acid sequence features or construct architecture depicted; the remaining panels are bar charts, fluorescence micrographs, and time-course data plots. Nothing in the figure specifies the composition or arrangement of an engineered DNA construct.",
