doi,year,figure_number,expected_compatible,predicted_compatible,correct,rationale,judge_error
10.1021/acssynbio.5b00153,2016,1,False,False,True,"Both panels depict protein-level polyketide synthase domain architecture (KS, AT, KR, DH, ER, ACP modules) and the chemical intermediates tethered to them, illustrating a catalytic loop-swap and biosynthetic mechanism rather than the composition of an engineered nucleic-acid construct. There are no sequence features on a backbone or genetic-circuit composition to render with SBOL Visual glyphs, so it falls under the protein-only structure/pathway exclusion.",
10.1021/acssynbio.5b00153,2016,2,False,False,True,"Figure 2 consists solely of bar charts (panels A–D) quantifying extension intermediate peak areas across PKS variants, plus a legend showing two chemical structures. No panel depicts a nucleic-acid construct's composition or arrangement, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.5b00153,2016,3,False,False,True,"Figure 3 is primarily LC−MS/MS chromatogram data plots; the only schematic content is protein domain-architecture cartoons of the BorMod1 S3/S3c PKS variants (KS-AT-DH-KR-ER-ACP with free thiol), which depict protein module composition and catalytic mechanism rather than any nucleic-acid construct design. Protein-only architecture drawings with no promoters, RBSs, CDSs, terminators, or backbone layout fall outside SBOL Visual's scope.",
10.1021/acssynbio.5b00153,2016,4,False,False,True,"Figure 4 is a bar chart of LC-MS/MS-quantified product concentrations, and the only schematic content is protein domain-architecture cartoons (KS-AT-KR/DH/ER-ACP-TE) of the PKS variants attached above each column as labels. These depict protein module composition, not nucleic-acid sequence features laid out on a backbone, so there is no construct design content that SBOL Visual glyphs would express.",
10.1021/acssynbio.5b00196,2016,1,False,True,False,"Panel (a) lays out the gRNA expression cassette as a design specification — SNR52 promoter, 20 nt target spacer, gRNA structural component, and SUP4 3' flanking terminator arranged in order, with interchangeable spacer variants defining three plasmid designs — which maps directly onto SBOL Visual glyphs. The remaining panels (seamless cloning of the guide oligos and annotation of the guide/PAM and recombination template within glpO) are excluded cloning and sequence-annotation content, but panel (a) is judged on its own terms.",
10.1021/acssynbio.5b00196,2016,2,False,False,True,"Panel (a) is a workflow schematic and panels (c)-(f) are gel and PFGE images; the only linear-feature depiction, panel (b), is a screening map of the wild-type and ΔglpO glpO locus annotated with primer-binding arrows and PCR amplicon lengths, which documents a genotyping assay rather than specifying an engineered construct's design.",
10.1021/acssynbio.5b00201,2016,1,False,False,True,"Figure 1 is a biochemical/metabolic pathway diagram showing conversion of glucose through acyl-ACP to FFAs, ω-OHFAs, and α,ω-DCAs with chemical structures and enzyme names (TE, CYP, ADH, ALDH) annotating the arrows. No panel depicts a nucleic-acid construct's composition — no promoters, RBSs, CDSs, terminators, or backbone layout — so there is no design specification for SBOL Visual glyphs to represent.",
10.1021/acssynbio.5b00201,2016,2,False,False,True,"Figure 2 consists solely of two bar charts (panels a and b) reporting product titers in mg/L for strains sOH12 and sOH14, with error bars for biological triplicates. It contains no depiction of nucleic-acid construct composition, sequence features, or genetic circuit architecture.",
10.1021/acssynbio.5b00201,2016,3,False,False,True,"Figure 3 consists solely of two stacked bar charts (panels a and b) reporting FFA, ω-OHFA, and α,ω-DCA titers for various ADH/ALDH strain combinations. It contains no diagram of construct composition or sequence-feature layout, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.5b00201,2016,4,False,False,True,"Figure 4 consists solely of quantitative data plots: a time-course line graph of product concentrations (a) and bar charts of fatty acid product titers at 24 h (b) and 76 h (c). No panel depicts nucleic-acid sequence features, construct architecture, or genetic circuit composition.",
10.1021/acssynbio.5b00229,2016,1,False,False,True,"Figure 1 consists of a conceptual cartoon of dividing cells diluting a long-lived protein (a) plus mathematical model plots of Hill-function growth arrest and contour maps of predicted protein concentration (b, c). No panel depicts sequence features, a genetic circuit, or the composition of an engineered nucleic-acid construct.",
10.1021/acssynbio.5b00229,2016,2,False,False,True,"Figure 2 consists solely of data plots — a line graph of protein probability distributions over time (panel a) and heatmap plots of probability distribution dynamics for different growth arrest orders (panel b). No panel depicts nucleic-acid sequence features, construct composition, or molecular interactions that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.5b00229,2016,3,False,False,True,"Figure 3 consists solely of three line plots (panels a–c) of K-L divergence and mean protein concentration versus log growth arrest rate for different orders of growth arrest. It contains only mathematical-model data curves with no depiction of any nucleic-acid construct, sequence features, or genetic circuit.",
10.1021/acssynbio.5b00229,2016,4,False,False,True,"Figure 4 consists of three purely quantitative plots (probability distributions, a log-log divergence relationship, and mean protein concentration versus shape parameter) from a mathematical model of protein concentrations during growth arrest. No panel depicts nucleic-acid sequence features, construct composition, or molecular interactions, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.5b00237,2016,1,False,False,True,"Figure 1 comprises a cell-biology mechanism cartoon of R body extension in Paramecium (A), electron and phase-contrast micrographs (B, C, F, H), a circular dichroism spectrum (D), a secondary-structure table (E), and an absorbance/pH time series (G). No panel depicts an engineered nucleic-acid construct, sequence features on a backbone, or genetic circuit composition, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.5b00237,2016,2,False,False,True,"Figure 2 consists only of photographs of 96-well plates (A), a line plot of normalized A590 versus pH (B), and phase contrast micrographs (C). No panel depicts nucleic-acid sequence features, construct composition, or molecular interactions that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.5b00237,2016,3,False,False,True,"Panel A's pET plasmid sketch is cloning cartography embedded in a screen workflow — it documents how error-prone PCR products of rebA/rebB were ligated into a backbone to build a mutant library, not a design specification for a construct to build; the remaining panels (plate photograph, absorbance plot, EM micrograph, amino acid alignment) contain no nucleic-acid design content.",
10.1021/acssynbio.5b00237,2016,4,False,False,True,"Panel A is a protein amino-acid sequence alignment of RebA mutants with substituted residues highlighted, panel B is a data plot of normalized A590 versus pH, and panel C is phase contrast micrographs. No panel depicts nucleic-acid sequence features or the composition of an engineered construct, so there is nothing SBOL Visual glyphs could render.",
10.1021/acssynbio.5b00237,2016,5,False,False,True,"Figure 5 consists of an experimental workflow cartoon of cell spheroplasting and buffer treatment (A), a quantitative plot of lysed-cell fractions (B), and fluorescence micrographs/time-lapse montages (C–G). No panel depicts sequence features, plasmid composition, or any engineered nucleic-acid construct design that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.5b00249,2016,1,False,False,True,"All four panels are data plots — a growth curve, a correlation heatmap with dendrogram, box plots of gene expression, and a stacked bar chart of KEGG categories. No panel depicts a nucleic-acid construct, sequence features, or functional interactions that SBOL Visual glyphs could represent.",
10.1021/acssynbio.5b00249,2016,2,False,False,True,"Panels A and C–F are an MA-plot, gel/T7E1 images, and an electropherogram, and panel B is a set of native gene locus maps annotated with exon positions, sgRNA target sites, PAM sequences, and cleavage points. Panel B is target-site sequence annotation rather than a design specification for an engineered construct, so it falls under the excluded annotated sequence/motif map category.",
10.1021/acssynbio.5b00249,2016,3,False,False,True,"All panels (A–C) are line plots of viable cell density versus days for wild-type and knockout CHO-K1 populations, i.e. purely quantitative growth/adaptation data. No panel depicts sequence features, construct composition, or molecular interactions that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.5b00249,2016,4,False,False,True,"Figure 4 is a single bar chart of indel percentages at five knockout target loci in initial versus final passage CHO-K1 cells, with fold-change annotations. It contains only quantitative data plots and no depiction of a nucleic-acid construct's design, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.5b00274,2016,1,False,False,True,"Figure 1 is a protein-only electron transfer scheme showing an electron donor reducing ferredoxin (Fd_ox/Fd_red) which passes electrons to an accepting enzyme that converts substrate to product. It contains no nucleic-acid construct, sequence features, or genetic circuit design, so there is nothing that SBOL Visual glyphs would represent.",
10.1021/acssynbio.5b00274,2016,2,False,False,True,"Panels A(i), B(i), and C(i) are protein-level electron-transfer reaction schematics (NADPH → AdR → Adx/GFP-Adx redox cycling) with no nucleic-acid sequence features, backbone, or construct architecture depicted, and the remaining panels are fluorescence kinetics data plots. The GFP-Adx fusion appears only as reacting protein species in a mechanism diagram, not as a design specification of an engineered construct.",
10.1021/acssynbio.5b00274,2016,3,False,False,True,"Panels A(i) and B(i) are protein-level cartoons of GFP/BFP/CFP/mOrange/mCherry–Adx fusions with varying linker lengths, and A(ii)/B(ii) are bar charts of fluorescence change; nothing depicts sequence features or a nucleic-acid construct laid out on a backbone. Protein-only fusion schematics with no DNA design content fall outside SBOL Visual's scope.",
10.1021/acssynbio.5b00274,2016,4,False,False,True,"Panels (i) are protein-level electron-transfer schematics (NADPH → AdR → GFP-Adx → CYP) with substrate chemical structures, and panels (ii)-(iii) are kinetics traces and a bar chart; no nucleic-acid construct design, sequence features, or backbone layout is depicted anywhere in the figure.",
10.1021/acssynbio.5b00274,2016,5,False,False,True,"Panel A is a protein-level electron-transfer reaction scheme (NADPH → AdR → Adx → CYP106A2-GFP with substrate hydroxylation) containing no nucleic-acid construct depiction, and panels B and C are kinetic and linear-regression data plots. No panel lays out sequence features or specifies the composition of an engineered DNA construct.",
10.1021/acssynbio.5b00284,2016,1,False,False,True,"Figure 1 is a software workflow schematic of the FlowCal package, showing input files, processing modules, and output flow cytometry data plots (histograms, density plots, standard curves) and a results table. No nucleic-acid construct, genetic circuit, or sequence-feature layout is depicted in any panel.",
10.1021/acssynbio.5b00284,2016,2,False,False,True,"All six panels (A–F) are flow cytometry data plots — fluorescence histograms, a light dose-response curve, and a cross-instrument calibration scatter with linear fit. No panel depicts sequence features, construct composition, or genetic circuit architecture; the constructs are only named in the caption text.",
10.1021/acssynbio.6b00064,2016,1,False,False,True,"Panels A–C, E–G and I–K are flow-cytometry histograms and CGH copy-number scatter plots, and panels D/H/L are circular chromosome maps that merely annotate the genome positions of replication maxima (yellow) and minima (red) from the CGH data. No panel lays out the composition or arrangement of an engineered construct as a design to build, so the figure falls under the sequence-annotation/cartography exclusion.",
10.1021/acssynbio.6b00064,2016,2,False,False,True,"All panels are experimental data displays: flow-cytometry histograms (A, B, E, F) and genome-wide CGH copy-number scatter plots (C, G). The circular diagrams (D, H) are chromosome maps annotating where copy-number maxima and minima and oriC positions sit in the genome, i.e., sequence/genome annotation rather than a specification of an engineered construct's composition.",
10.1021/acssynbio.6b00064,2016,3,False,False,True,"Panel A is an annotated sequence map of the native E. coli oriC core region, marking flanking genes, DnaA box positions, and the coordinates of oriC fragments of various lengths used across studies, which documents where features sit in a native sequence rather than specifying an engineered construct's design; panels B–D are genome-wide copy-number scatter/regression plots.",
10.1021/acssynbio.6b00064,2016,4,False,False,True,"All panels are data displays: flow-cytometry histograms (A, E, I, M, B, F, J, N) and genome-wide CGH copy-number plots (C, G, K, O), with the circular panels (D, H, L, P) serving as genome maps annotating the positions of oriC/oriII and CGH maxima and minima. No panel specifies the composition or arrangement of an engineered construct as a design to build.",
10.1021/acssynbio.6b00064,2016,5,False,False,True,"Panel A is a replication-mechanism cartoon showing circles with two origin positions (oriI/oriII) and fork passage, not a design specification of an engineered construct's composition; panels B–D are simulation heatmaps and copy-number plots. This is a mechanism/model figure with incidental origin annotation, which the panel did not count.",
10.1021/acssynbio.6b00064,2016,6,False,False,True,"Panels A–C are flow cytometry histograms and a CGH copy-number scatter plot, and panel D is a chromosome map marking the genomic positions of oriC(wt) and oriII replication origins on two linear chromosomes. The panel D depiction annotates where origins sit in the host genome to interpret the replication data rather than specifying the composition of an engineered construct to build, so it falls under the annotated sequence/locus map exclusion.",
10.1021/acssynbio.5b00231,2017,1,False,False,True,"This is a domain-level base-pairing and reaction-mechanism diagram: it depicts strand displacement steps (catalyzed pathway and four leakage pathways) using hybridized DNA strands with toehold/nick annotations, not sequence features laid out on a construct backbone. Its organizing structure is a reaction network mechanism rather than a design specification for an engineered nucleic-acid construct, which the historical panel did not count.",
10.1021/acssynbio.5b00231,2017,2,False,False,True,"Panels (a) and (b) are base-level sequence maps of a DNA strand-displacement substrate and fuel strand annotated with fraying locations and numbered mismatch/modification positions, which document where features sit in a given sequence rather than specifying an engineered construct's composition as a design, and panel (c) is a bar chart of leakage rate constants. No nucleic-acid design layout of the kind SBOL Visual glyphs would express is present.",
10.1021/acssynbio.5b00231,2017,3,False,False,True,"Panels a and d are NUPACK-predicted minimum free energy secondary structures (base-pairing/thermodynamic depictions colored by equilibrium probability), and panels b, c, and e are per-base availability data plots. No panel lays out an engineered construct's composition as a design with sequence features on a backbone.",
10.1021/acssynbio.5b00231,2017,4,False,False,True,"Figure 4 consists solely of two scatter plots of leakage rate constant (and its natural log) versus total mutual availability for various fuel modifications. It contains only quantitative data plots with no diagram of nucleic-acid construct design, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.5b00231,2017,5,False,False,True,"Figure 5 is a bar chart of catalyzed rate constants versus single-location fuel sequence modifications; the only non-plot element is an inset annotated nucleotide sequence marking modification positions in the original fuel strand, which is sequence annotation rather than a construct design specification.",
10.1021/acssynbio.5b00231,2017,6,False,False,True,"Figure 6 consists of a bar chart of k_cat/k_leak ratios and two fluorescence-versus-time kinetics plots, which are data plots rather than construct diagrams. The only sequence-like element is the inset 'Original Fuel Sequence' strip, which marks the positions of the modified bases (1/2, 24/25, 43/44) along a native sequence — an annotated sequence map documenting where features occur, not a design specification.",
10.1021/acssynbio.6b00297,2017,1,False,False,True,"Figure 1 is a protocol/workflow schematic of directed evolution and mutagenesis strategies, with panel B laying out fragment and joining PCR steps using mutagenic primer pools. The DNA lines depict primer-binding, degenerate NNK/NNM codon positions, and PCR product assembly — laboratory cartography and mutagenesis mechanism, not a specification of an engineered construct's composition and arrangement.",
10.1021/acssynbio.6b00297,2017,2,False,False,True,"Figure 2 consists solely of data plots — a bar chart of codon changes per gene (A), a pie chart of amino acid percentages at mutated residues (B), and a stacked bar chart of mutation frequency at targeted residues (C). No panel depicts a nucleic-acid construct, its sequence features, or functional interactions, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.6b00297,2017,3,False,False,True,"Panel A shows protein crystal structures/homology models with mutated residues highlighted, panel B is a bar chart of codon changes per clone, and panel C is a chemical reaction scheme with kinetics tables. No panel depicts the composition or arrangement of an engineered nucleic-acid construct, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00297,2017,4,False,False,True,"Figure 4 is a color-coded table of amino acid residues at ten targeted positions across five protein variants, with enantiomeric excess values — a protein-level mutation/data table, not a nucleic-acid construct diagram. It contains no backbone layout, sequence features, or genetic circuit composition that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00313,2017,1,False,False,True,"Both panels pair bar charts of fold gene activation with protein-level mechanism cartoons showing dCas9 orthologs fused to ligand-binding domains dimerizing with VPR at an endogenous target locus; the nucleic-acid content is limited to a target-site sketch of the native ASCL1/TTN gene with its gRNA, which annotates where the complex binds rather than specifying an engineered construct's composition. No panel lays out sequence features such as promoters, RBSs, CDSs, or terminators along a backbone as a design to build.",
10.1021/acssynbio.6b00313,2017,2,False,False,True,"Panels A–C are mechanism cartoons of ligand-dependent dCas9 activator complexes (protein fusions, gRNAs, and dimerizer ligands) docking onto endogenous target loci, paired with fold-activation bar charts. No panel lays out an engineered construct's composition — promoters, RBSs, CDSs, terminators on a backbone — as a design to build; the DNA appears only as base-paired target sites in a protein-recruitment mechanism.",
10.1021/acssynbio.6b00313,2017,3,False,False,True,"Both panels pair bar charts of fold activation with mechanism cartoons showing dCas9-gRNA complexes and chemically induced dimerization recruiting activation domains at endogenous target loci; the DNA drawn is a target site being bound, not an engineered construct whose composition and arrangement are specified as a design. No promoters, RBSs, CDSs, or terminators are laid out on a backbone anywhere in the figure.",
10.1021/acssynbio.6b00313,2017,4,False,False,True,"Panel A is a molecular mechanism cartoon of dCas9-sgRNA protein complexes recruiting chemically dimerized activation domains at the endogenous ASCL1 and TTN target sites, with the DNA drawn only as a target-site duplex and transcription-start arrow rather than as an engineered construct's composition; panel B is quantitative fold-activation plots. No panel specifies the arrangement of sequence features of a construct to build.",
10.1021/acssynbio.6b00341,2017,1,False,False,True,"The figure's organizing structure is a trans-AT PKS/NRPS biosynthetic assembly line — enzyme domains, acyl intermediates, and chemical structures — with the kirAI–kirB gene arrows serving as a native cluster map annotating which genes encode which modules, not a design specification for an engineered construct. The remaining panels are enzymatic mechanism and click-chemistry derivatization schemes with no nucleic-acid design content.",
10.1021/acssynbio.6b00341,2017,2,False,False,True,"Figure 2 shows only small-molecule chemical structures of kirromycin derivatives (panel A) and their key HMBC NMR correlations (panel B). There is no depiction of nucleic-acid sequence features, constructs, plasmids, or genetic circuits, so nothing in it could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.6b00341,2017,3,False,False,True,"Figure 3 is a single dose-response data plot showing relative eGFP fluorescence versus log compound concentration for kirromycin and its derivatives. It contains no depiction of nucleic-acid sequence features, construct composition, or genetic circuit design.",
10.1021/acssynbio.6b00374,2017,1,True,True,True,"Panel (a) presents the pHG11-sgRNA-dCas9-GFP construct as a design: a backbone laid out with labeled constitutive and IPTG-inducible promoters, sgRNA/lacI/dCas9/gfp coding regions, and terminators, specifying the composition and arrangement of the engineered CRISPRi circuit rather than annotating a native sequence or documenting cloning apparatus. The accompanying target-site map and the bar charts in (b)-(e) do not count, but the construct depiction on its own terms is SBOL Visual-compatible.",
10.1021/acssynbio.6b00374,2017,2,True,True,True,"Panel (b) lays out five engineered CRISPRi plasmids as linear design maps with promoters (pCI, placI, ptac), coding sequences (sgRNA, mtrA/mtrB/mtrC-NT1, lacI, dCas9), and terminators, specifying the composition and arrangement of constructs to be built. This is design specification rather than sequence annotation or cloning cartography, and it could be drawn with SBOL Visual glyphs despite the surrounding mechanism schematic and data plots.",
10.1021/acssynbio.6b00374,2017,3,True,True,True,"Panel (a) lays out four engineered CRISPRi constructs as linear cassette designs with promoters (pCI, placI, ptac), sgRNA and lacI/dCas9 coding regions, and terminators in specified order — a design specification directly renderable in SBOL Visual glyphs. The sgRNA target-site strip at the top is mere sequence annotation and the remaining panels (b–e) are data plots, but the cassette maps count on their own terms.",
10.1021/acssynbio.6b00374,2017,4,True,True,True,"Panel (a) lays out the engineered pHG11-sRNA-GFP-hfq construct as a design — pCI/Plac/PlacI/Ptac promoters, sRNA/gfp/lacI/hfq CDSs, an rrnB terminator, plus a promoter–RBS–gfp–terminator reporter cassette and the modular sRNA (target-binding region, MicC scaffold, T1/TE terminator). That is a design specification of composition and arrangement, not a sequence annotation or cloning map, and it is directly drawable with SBOL Visual glyphs; panels (b)–(d) are data plots but do not affect the judgment.",
10.1021/acssynbio.6b00374,2017,5,True,True,True,"Panel (a) lays out four engineered constructs as linear cassette designs — promoters (pCI, placI, ptac), CDSs (mtrA-NT1, lacI, dCas9, mtrA-S1, hfq, sg0, s0), and terminators arranged on a backbone — which specifies the composition and arrangement of the CRISPRi–sRNA systems to be built rather than annotating a native sequence or documenting cloning apparatus (no markers, origins, or restriction sites). The remaining panels are data plots, but the construct panel counts on its own terms and is directly renderable with SBOL Visual glyphs.",
10.1021/acssynbio.6b00375,2017,1,False,False,True,"Panels B and C are growth-curve data plots, and panel A is a selection-results chart mapping isolated library members to P. putida genome start positions alongside a cartoon of cells carrying plasmids. Panel A documents where isolated sequences fall in a genome rather than specifying the composition and arrangement of an engineered construct, so no panel presents a construct design.",
