record_id,doi,doi_url,year,issue_month,issue_month_number,title_source,title_crossref,publication_date,authors_json,volume,issue,pages,figures_total,figures_sbol_visual_compatible,figures_sbol_visual_compliant,figures_best_practices,has_compatible_figures,has_compliant_figures,all_compatible_figures_compliant,has_best_practice_figures,all_compatible_figures_best_practice,historical_count_invariant_valid,requires_adjudication,label_granularity,figure_identities_available,annotation_source,annotation_path,annotation_sheet,annotation_row,annotation_comments_json,rubric_url,crossref_match_method,crossref_title_score,crossref_match_margin,publisher_url,crossref_license_urls_json,crossref_full_text_links_json,openalex_id,is_oa,oa_status,europepmc_id,europepmc_pmcid,europepmc_in_pmc,europepmc_in_epmc,europepmc_author_manuscript,europepmc_is_open_access,europepmc_external_pdf_candidates,download_eligible,selected_pdf_url,selected_pdf_license,selected_pdf_version,selected_pdf_source,pdf_candidate_count
doi:10.1021/sb200005w,10.1021/sb200005w,https://doi.org/10.1021/sb200005w,2012,March,3,Feedback Control of Protein Expression in Mammalian Cells by Tunable Synthetic Translational Inhibition,Feedback Control of Protein Expression in Mammalian Cells by Tunable Synthetic Translational Inhibition,2012-03-16,"[""James A. Stapleton"", ""Kei Endo"", ""Yoshihiko Fujita"", ""Karin Hayashi"", ""Masahiro Takinoue"", ""Hirohide Saito"", ""Tan Inoue""]",1,3,83-88,3,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,March,4,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.490683,https://doi.org/10.1021/sb200005w,"[""http://pubs.acs.org/page/policy/authorchoice_termsofuse.html""]","[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200005w"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",,,,,,,,,,0,False,,,,,1
doi:10.1021/sb200002m,10.1021/sb200002m,https://doi.org/10.1021/sb200002m,2012,March,3,A Comparison of Two Strategies for Affinity Maturation of a BH3 Peptide toward Pro-Survival Bcl-2 Proteins,A Comparison of Two Strategies for Affinity Maturation of a BH3 Peptide toward Pro-Survival Bcl-2 Proteins,2012-03-16,"[""Siyan Zhang"", ""Angel Long"", ""A. James Link""]",1,3,89-98,5,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,March,5,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.546512,https://doi.org/10.1021/sb200002m,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200002m"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",,,,,,,,,,0,False,,,,,1
doi:10.1021/sb3000035,10.1021/sb3000035,https://doi.org/10.1021/sb3000035,2012,March,3,A Sensitive Switch for Visualizing Natural Gene Silencing in Single Cells,A Sensitive Switch for Visualizing Natural Gene Silencing in Single Cells,2012-03-16,"[""Karmella A. Haynes"", ""Francesca Ceroni"", ""Daniel Flicker"", ""Andrew Younger"", ""Pamela A. Silver""]",1,3,99-106,4,4,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,March,6,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.489051,https://doi.org/10.1021/sb3000035,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb3000035"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2014456467,False,closed,MED:22530199,PMC3331714,True,True,False,False,0,False,,,,,1
doi:10.1021/sb200007r,10.1021/sb200007r,https://doi.org/10.1021/sb200007r,2012,April,4,Parts-Based Assembly of Synthetic Transmembrane Proteins in Mammalian Cells,Parts-Based Assembly of Synthetic Transmembrane Proteins in Mammalian Cells,2012-04-20,"[""Seema Nagaraj"", ""Stanley Wong"", ""Kevin Truong""]",1,4,111-117,4,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,April,3,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.5,https://doi.org/10.1021/sb200007r,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200007r"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",,,,,,,,,,0,False,,,,,1
doi:10.1021/sb200015u,10.1021/sb200015u,https://doi.org/10.1021/sb200015u,2012,April,4,SYNZIP Protein Interaction Toolbox: in Vitro and in Vivo Specifications of Heterospecific Coiled-Coil Interaction Domains,SYNZIP Protein Interaction Toolbox: in Vitro and in Vivo Specifications of Heterospecific Coiled-Coil Interaction Domains,2012-04-20,"[""Kenneth Evan Thompson"", ""Caleb J. Bashor"", ""Wendell A. Lim"", ""Amy E. Keating""]",1,4,118-129,5,1,1,0,True,True,True,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,April,4,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.552381,https://doi.org/10.1021/sb200015u,"[""http://pubs.acs.org/page/policy/authorchoice_termsofuse.html""]","[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200015u"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W212599732,True,hybrid,MED:22558529,PMC3339576,True,True,False,True,0,False,,,,,1
doi:10.1021/sb200018e,10.1021/sb200018e,https://doi.org/10.1021/sb200018e,2012,April,4,Proteins from an Unevolved Library of de novo Designed Sequences Bind a Range of Small Molecules,Proteins from an Unevolved Library of de novo Designed Sequences Bind a Range of Small Molecules,2012-04-20,"[""Izhack Cherny"", ""Maria Korolev"", ""Angela N. Koehler"", ""Michael H. Hecht""]",1,4,130-138,5,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,April,5,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.57764,https://doi.org/10.1021/sb200018e,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200018e"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2112157595,False,closed,MED:23651114,PMC4104770,True,True,False,False,0,False,,,,,1
doi:10.1021/sb200019x,10.1021/sb200019x,https://doi.org/10.1021/sb200019x,2012,April,4,MAP2.03D: A Sequence/Structure Based Server for Protein Engineering,MAP2.03D: A Sequence/Structure Based Server for Protein Engineering,2012-04-20,"[""Rajni Verma"", ""Ulrich Schwaneberg"", ""Danilo Roccatano""]",1,4,139-150,10,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,April,6,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.541667,https://doi.org/10.1021/sb200019x,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200019x"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2036598236,False,closed,MED:23651115,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb300036z,10.1021/sb300036z,https://doi.org/10.1021/sb300036z,2012,May,5,Promoting Collaborative Interdisciplinary Research at the Duke Center for Systems Biology,Promoting Collaborative Interdisciplinary Research at the Duke Center for Systems Biology,2012-05-18,"[""Jana E. Stone"", ""Philip N. Benfey"", ""Lingchong You""]",1,5,153-155,1,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,May,3,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.567251,https://doi.org/10.1021/sb300036z,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb300036z"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2018765469,True,bronze,MED:23651152,PMC3809907,True,True,False,False,0,False,,,,,1
doi:10.1021/sb200029a,10.1021/sb200029a,https://doi.org/10.1021/sb200029a,2012,May,5,Tetracycline-Regulated Expression Implemented through Transcriptional Activation Combined with Proximal and Distal Repression,Tetracycline-Regulated Expression Implemented through Transcriptional Activation Combined with Proximal and Distal Repression,2012-05-18,"[""Ryan W. S. Peacock"", ""Kathryn A. Sullivan"", ""Clifford L. Wang""]",1,5,156-162,5,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,May,4,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.529412,https://doi.org/10.1021/sb200029a,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200029a"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2322414162,False,closed,MED:23651153,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb200021s,10.1021/sb200021s,https://doi.org/10.1021/sb200021s,2012,May,5,A Synthetic Post-transcriptional Controller To Explore the Modular Design of Gene Circuits,A Synthetic Post-transcriptional Controller To Explore the Modular Design of Gene Circuits,2012-05-18,"[""Francesca Ceroni"", ""Simone Furini"", ""Alessandra Stefan"", ""Alejandro Hochkoeppler"", ""Emanuele Giordano""]",1,5,163-171,8,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,May,5,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.496774,https://doi.org/10.1021/sb200021s,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200021s"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W1987791267,False,closed,MED:23651154,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb200017p,10.1021/sb200017p,https://doi.org/10.1021/sb200017p,2012,May,5,A Modified Cre-lox Genetic Switch To Dynamically Control Metabolic Flow in Saccharomyces cerevisiae,A Modified Cre-lox Genetic Switch To Dynamically Control Metabolic Flow in Saccharomyces cerevisiae,2012-05-18,"[""Mamoru Yamanishi"", ""Takashi Matsuyama""]",1,5,172-180,7,5,1,0,True,True,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,May,6,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.516854,https://doi.org/10.1021/sb200017p,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb200017p"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2329694854,False,closed,MED:23651155,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb2000275,10.1021/sb2000275,https://doi.org/10.1021/sb2000275,2012,May,5,Elucidation of Small RNAs That Activate Transcription in Bacteria,Elucidation of Small RNAs That Activate Transcription in Bacteria,2012-05-18,"[""Michael S. Goodson"", ""John A. Lynch"", ""Thomas Lamkin"", ""Ryan Kramer""]",1,5,181-189,4,1,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,May,7,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.496063,https://doi.org/10.1021/sb2000275,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb2000275"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2069671902,False,closed,MED:23651156,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb3000113,10.1021/sb3000113,https://doi.org/10.1021/sb3000113,2012,May,5,An in vitro Autogene,An in vitro Autogene,2012-05-18,"[""Eric A. Davidson"", ""Adam J. Meyer"", ""Jared W. Ellefson"", ""Matthew Levy"", ""Andrew D. Ellington""]",1,5,190-196,8,1,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,May,8,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.526316,https://doi.org/10.1021/sb3000113,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb3000113"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2030902746,False,closed,MED:23651157,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb300012g,10.1021/sb300012g,https://doi.org/10.1021/sb300012g,2012,June,6,Evolutionary Synthetic Biology,Evolutionary Synthetic Biology,2012-06-15,"[""Sergio G. Peisajovich""]",1,6,199-210,5,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,June,3,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.272727,https://doi.org/10.1021/sb300012g,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb300012g"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2006066473,False,closed,MED:23651203,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb3000172,10.1021/sb3000172,https://doi.org/10.1021/sb3000172,2012,June,6,Engineered Networks of Synthetic and Natural Proteins To Control Cell Migration,Engineered Networks of Synthetic and Natural Proteins To Control Cell Migration,2012-06-15,"[""Evan Mills"", ""Elizabeth Pham"", ""Seema Nagaraj"", ""Kevin Truong""]",1,6,211-220,7,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,June,4,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.486726,https://doi.org/10.1021/sb3000172,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb3000172"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2315581089,False,closed,MED:23651204,,False,False,False,False,0,False,,,,,1
doi:10.1021/sb300014t,10.1021/sb300014t,https://doi.org/10.1021/sb300014t,2012,June,6,SCHEMA-Designed Variants of Human Arginase I and II Reveal Sequence Elements Important to Stability and Catalysis,SCHEMA-Designed Variants of Human Arginase I and II Reveal Sequence Elements Important to Stability and Catalysis,2012-06-15,"[""Philip A. Romero"", ""Everett Stone"", ""Candice Lamb"", ""Lynne Chantranupong"", ""Andreas Krause"", ""Aleksandr E. Miklos"", ""Randall A. Hughes"", ""Blake Fechtel"", ""Andrew D. Ellington"", ""Frances H. Arnold"", ""George Georgiou""]",1,6,221-228,5,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s002,data/raw/annotations/sb5c00417_si_002.xlsx,June,5,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.56,https://doi.org/10.1021/sb300014t,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/sb300014t"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2168826409,True,green,MED:22737599,PMC3378063,True,True,False,False,0,False,,,,,1
